"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.5","","","","1"
"2012-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.8","","","","1"
"2012-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.0","","","","1"
"2012-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.2","","","","1"
"2012-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.9","","","","1"
"2012-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.2","","","","1"
"2013-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","121.3","","","","1"
"2013-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2013-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.9","","","","1"
"2013-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2013-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2013-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2013-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.3","","","","1"
"2013-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.0","","","","1"
"2013-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","122.7","","","","1"
"2014-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","123.1","","","","1"
"2014-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.1","","","","1"
"2014-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.8","","","","1"
"2014-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.2","","","","1"
"2014-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.8","","","","1"
"2014-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.9","","","","1"
"2014-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.7","","","","1"
"2014-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.7","","","","1"
"2014-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.8","","","","1"
"2014-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.9","","","","1"
"2014-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.4","","","","1"
"2014-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.5","","","","1"
"2015-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","124.3","","","","1"
"2015-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","125.4","","","","1"
"2015-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.3","","","","1"
"2015-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.2","","","","1"
"2015-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.9","","","","1"
"2015-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.2","","","","1"
"2015-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.3","","","","1"
"2015-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.3","","","","1"
"2015-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2015-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.2","","","","1"
"2015-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2015-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.5","","","","1"
"2016-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","126.8","","","","1"
"2016-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.1","","","","1"
"2016-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","127.9","","","","1"
"2016-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.3","","","","1"
"2016-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.8","","","","1"
"2016-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.1","","","","1"
"2016-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.9","","","","1"
"2016-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.7","","","","1"
"2016-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.8","","","","1"
"2016-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.1","","","","1"
"2016-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.6","","","","1"
"2016-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","128.4","","","","1"
"2017-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.5","","","","1"
"2017-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.7","","","","1"
"2017-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","129.9","","","","1"
"2017-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.5","","","","1"
"2017-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.4","","","","1"
"2017-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.5","","","","1"
"2017-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.8","","","","1"
"2017-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.9","","","","1"
"2017-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","131.3","","","","1"
"2017-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","130.8","","","","1"
"2018-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","131.7","","","","1"
"2018-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","132.5","","","","1"
"2018-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","132.9","","","","1"
"2018-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.3","","","","1"
"2018-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.4","","","","1"
"2018-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.6","","","","1"
"2018-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.3","","","","1"
"2018-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.2","","","","1"
"2018-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.7","","","","1"
"2018-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.1","","","","1"
"2018-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.5","","","","1"
"2018-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.4","","","","1"
"2019-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","133.6","","","","1"
"2019-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","134.5","","","","1"
"2019-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","135.4","","","","1"
"2019-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.0","","","","1"
"2019-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2019-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.3","","","","1"
"2019-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.0","","","","1"
"2019-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.8","","","","1"
"2019-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.2","","","","1"
"2019-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2019-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.4","","","","1"
"2019-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.4","","","","1"
"2020-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.8","","","","1"
"2020-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.4","","","","1"
"2020-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.6","","","","1"
"2020-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","135.7","","","","1"
"2020-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.1","","","","1"
"2020-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.2","","","","1"
"2020-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.2","","","","1"
"2020-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.0","","","","1"
"2020-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","136.9","","","","1"
"2020-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.5","","","","1"
"2020-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.7","","","","1"
"2020-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","137.4","","","","1"
"2021-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","138.2","","","","1"
"2021-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","138.9","","","","1"
"2021-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","139.6","","","","1"
"2021-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","140.3","","","","1"
"2021-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","141.0","","","","1"
"2021-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","141.4","","","","1"
"2021-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","142.3","","","","1"
"2021-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","142.6","","","","1"
"2021-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","142.9","","","","1"
"2021-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","143.9","","","","1"
"2021-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","144.2","","","","1"
"2021-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","144.0","","","","1"
"2022-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","145.3","","","","1"
"2022-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","146.8","","","","1"
"2022-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","148.9","","","","1"
"2022-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","149.8","","","","1"
"2022-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","151.9","","","","1"
"2022-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","152.9","","","","1"
"2022-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","153.1","","","","1"
"2022-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690973","2.2","152.6","","","","1"
